participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s8x29235	0.971	2026-03-14T02:24:48	2026-03-14T06:33:34
sub-v2s8x29236	0.971	2026-03-14T02:31:50	2026-03-14T05:33:21
sub-v2s8x29237	0.971	2026-03-14T02:34:27	2026-03-14T06:53:51
sub-v2s8x29238	0.971	2026-03-14T02:37:20	2026-03-14T06:44:44
sub-v2s8x29239	0.971	2026-03-14T02:46:39	2026-03-14T06:27:50
sub-v2s8x29240	0.971	2026-03-14T02:47:39	2026-03-14T07:08:25
sub-v2s8x29241	0.971	2026-03-14T02:50:24	2026-03-14T07:00:42
sub-v2s8x29242	0.971	2026-03-14T02:51:18	2026-03-14T07:04:02
sub-v2s8x29243	0.971	2026-03-14T02:51:43	2026-03-14T06:40:59
sub-v2s8x29244	0.971	2026-03-14T02:53:31	2026-03-14T07:13:07
sub-v2s8x29245	0.971	2026-03-14T03:06:53	2026-03-14T06:53:06
sub-v2s8x29246	0.971	2026-03-14T03:08:59	2026-03-14T06:44:07
sub-v2s8x29247	0.971	2026-03-14T03:10:00	2026-03-14T06:11:46
sub-v2s8x29248	0.971	2026-03-14T03:12:31	2026-03-14T07:41:47
sub-v2s8x29249	0.971	2026-03-14T03:16:04	2026-03-14T07:44:57
sub-v2s8x29250	0.971	2026-03-14T03:16:48	2026-03-14T06:17:30
sub-v2s8x29251	0.971	2026-03-14T03:20:39	2026-03-14T06:25:21
sub-v2s8x29252	0.971	2026-03-14T03:23:10	2026-03-14T06:48:27
sub-v2s8x29253	0.971	2026-03-14T03:24:08	2026-03-14T07:17:57
sub-v2s8x29254	0.971	2026-03-14T03:26:34	2026-03-14T06:17:04
